 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.967,2103.812,93.154,1807,2401,8346.227,4049838.000
2,1.583,4669.732,566.663,3830,6330,7391.043,3586354.000
3,1.583,2682.030,110.177,2318,3061,4244.997,2059799.000
4,1.583,3310.249,251.556,2736,4335,5239.314,2542271.000
5,172.322,3116.544,547.973,2082,6330,537050.507,260592904.000
6,3.967,690.818,56.722,521,888,2740.607,1329824.000
7,1.583,2107.150,130.424,1771,2536,3335.102,1618291.000
8,1.583,1159.999,74.730,971,1401,1835.994,890879.000
9,1.583,1415.395,107.908,1155,1786,2240.223,1087023.000
10,172.322,1368.457,324.521,705,3642,235815.887,114424893.000
