 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,9.377,796.292,56.613,635,996,7466.829,1304326.000
2,4.397,1382.156,264.036,943,2210,6076.709,1061496.000
3,4.397,1111.184,93.822,863,1420,4885.366,853389.000
4,4.397,2004.464,504.769,1205,3797,8812.709,1539428.000
5,534.312,1249.392,281.382,671,3797,667564.439,116611971.000
6,9.377,2210.667,95.741,1839,2543,20729.429,3621073.000
7,4.397,2439.301,97.368,2152,2749,10724.490,1873383.000
8,4.397,2364.354,95.439,2117,2660,10394.984,1815824.000
9,4.397,2440.832,99.046,2149,2789,10731.222,1874559.000
10,534.312,2391.369,109.139,1942,3280,1277736.315,223198453.000
