measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,4.0595,7327.3805,1925.5595,3159.5394,10534.6344,38.4966,43.7172,1.4073,3.8133,1412.6071,685439.036
microtubule,2,3,2.2008,1131.1383,519.0523,574.6782,3017.0579,33.3213,38.542,1.8613,1.1349,143.3704,69567.6098
microtubule,3,3,2.3128,5368.4818,1441.865,2856.0579,9945.3912,40.5848,49.4826,0.227,2.3152,606.2462,294168.711
microtubule,1,2,4.0595,3008.0235,843.9,1180.7736,4360.7845,38.4966,43.7172,1.4073,3.8133,609.075,295541.342
microtubule,2,2,2.2008,509.3596,111.0474,343.7863,753.1598,33.3213,38.542,1.8613,1.1349,79.2847,38471.311
microtubule,3,2,2.3128,1895.5578,471.9923,1006.5642,3267.2308,40.5848,49.4826,0.227,2.3152,232.6918,112909.002
background,1,3,4.0595,876.542,365.8368,511.9457,2532.3912,38.088,43.7172,1.4073,3.8133,216.1112,104863.574
background,2,3,2.2008,30.2632,22.324,-19.1713,81.885,33.2759,39.2683,1.8613,1.1349,32.2007,15624.7292
background,3,3,2.3128,768.363,272.1522,171.7245,1416.3912,40.2217,49.6642,0.227,2.3152,113.2711,54962.5325
background,1,2,4.0595,445.3029,156.479,261.4521,921.169,38.088,43.7172,1.4073,3.8133,133.7438,64896.4929
background,2,2,2.2008,202.748,124.9901,33.6598,450.2709,33.2759,39.2683,1.8613,1.1349,48.3221,23447.3419
background,3,2,2.3128,424.288,175.6859,81.537,758.3861,40.2217,49.6642,0.227,2.3152,75.0221,36402.9726
