measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1006,5721.7939,614.7378,4794.1282,7016.6936,59.243,41.8106,0.227,2.0883,574.869,278943.586
microtubule,2,3,2.217,4763.1846,461.5444,3945.7527,5563.7146,49.2102,26.0578,1.4981,1.6343,512.7839,248818.028
microtubule,3,3,1.83,1873.9383,232.1997,1403.324,2392.824,52.7058,50.5722,0.9079,1.5889,176.3529,85571.6875
microtubule,1,2,2.1006,10989.5321,1446.3566,8250.0238,13534.5667,59.243,41.8106,0.227,2.0883,1106.711,537009.129
microtubule,2,2,2.217,15846.9651,257.872,14893.1097,15946.806,49.2102,26.0578,1.4981,1.6343,1677.8812,814157.956
microtubule,3,2,1.83,2129.9127,365.5894,1403.7435,2735.806,52.7058,50.5722,0.9079,1.5889,216.8259,105210.375
background,1,3,2.1006,426.8023,38.7281,319.5414,503.824,59.8331,41.9467,0.227,2.0883,61.9891,30078.9782
background,2,3,2.217,258.1637,59.9127,163.9073,432.324,48.3023,26.8296,1.4981,1.6343,48.5687,23566.9858
background,3,3,1.83,196.1243,28.2167,134.574,259.574,52.3426,50.4814,0.9079,1.5889,34.5843,16781.3125
background,1,2,2.1006,1587.7588,296.1205,1113.0234,2135.4146,59.8331,41.9467,0.227,2.0883,196.0428,95125.7825
background,2,2,2.217,2748.8891,264.1633,2111.7682,3386.806,48.3023,26.8296,1.4981,1.6343,328.2036,159254.153
background,3,2,1.83,1514.5164,136.5647,1281.306,1785.306,52.3426,50.4814,0.9079,1.5889,164.8273,79979.125
