measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.6564,5745.5006,2438.6136,1163.3598,10980.6562,69.1849,60.9227,3.4502,1.2257,1018.4077,494161.767
microtubule,2,3,3.4262,2945.2753,986.6596,1346.1376,4918.2338,71.3639,58.9252,2.9054,1.8159,505.2997,245186.462
microtubule,3,3,2.3286,1179.8127,389.6444,508.9154,2201.1376,30.3251,46.9858,2.0429,1.0895,156.5343,75955.1041
microtubule,1,2,3.6564,919.7137,228.063,484.3833,1538.7435,69.1849,60.9227,3.4502,1.2257,193.533,93907.9811
microtubule,2,2,3.4262,577.7806,143.8787,356.3264,958.09,71.3639,58.9252,2.9054,1.8159,125.8162,61049.7526
microtubule,3,2,2.3286,633.363,106.0158,383.8277,934.0891,30.3251,46.9858,2.0429,1.0895,92.0413,44661.1656
background,1,3,3.6564,840.8192,286.3875,406.2633,1564.5821,69.1395,60.5141,3.4502,1.2257,189.5553,91977.8915
background,2,3,3.4262,1224.9787,534.6689,521.8576,2306.2904,71.2277,59.243,2.9054,1.8159,235.8551,114443.921
background,3,3,2.3286,80.1903,40.6542,-9.1696,189.8043,30.4159,46.2141,2.0429,1.0895,38.6925,18774.7385
background,1,2,3.6564,413.2,120.5627,245.0942,740.2846,69.1395,60.5141,3.4502,1.2257,107.9362,52373.8616
background,2,2,3.4262,415.5043,141.5693,182.4944,711.7237,71.2277,59.243,2.9054,1.8159,100.3993,48716.7502
background,3,2,2.3286,438.2431,123.4665,261.1611,696.2526,30.4159,46.2141,2.0429,1.0895,71.1311,34514.9346
