Original_Name	Blinded_Name
C_GTSE1-FKBP-GFP__Tubulin_staining_041.tif	blind_0002
C_GTSE1-FKBP-GFP__Tubulin_staining_042.tif	blind_0019
C_GTSE1-FKBP-GFP__Tubulin_staining_044.tif	blind_0030
C_GTSE1-FKBP-GFP__Tubulin_staining_050.tif	blind_0111
C_GTSE1-FKBP-GFP__Tubulin_staining_053.tif	blind_0012
C_GTSE1-FKBP-GFP__Tubulin_staining_055.tif	blind_0010
C_GTSE1-FKBP-GFP__Tubulin_staining_056.tif	blind_0088
C_GTSE1-FKBP-GFP__Tubulin_staining_058.tif	blind_0011
C_GTSE1-FKBP-GFP__Tubulin_staining_059.tif	blind_0102
C_GTSE1-FKBP-GFP__Tubulin_staining_061.tif	blind_0114
FKBP-GFP_control_Tubulin_staining_226.tif	blind_0073
FKBP-GFP_control_Tubulin_staining_227.tif	blind_0034
FKBP-GFP_control_Tubulin_staining_228.tif	blind_0062
FKBP-GFP_control_Tubulin_staining_239.tif	blind_0055
FKBP-GFP_control_Tubulin_staining_241.tif	blind_0053
FKBP-GFP_control_Tubulin_staining_242.tif	blind_0003
FL_GTSE1-FKBP-GFP__Tubulin_staining_004.tif	blind_0085
FL_GTSE1-FKBP-GFP__Tubulin_staining_008.tif	blind_0057
FL_GTSE1-FKBP-GFP__Tubulin_staining_012.tif	blind_0090
FL_GTSE1-FKBP-GFP__Tubulin_staining_015.tif	blind_0064
FL_GTSE1-FKBP-GFP__Tubulin_staining_017.tif	blind_0001
FL_GTSE1-FKBP-GFP__Tubulin_staining_020.tif	blind_0110
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_062.tif	blind_0101
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_065.tif	blind_0061
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_067.tif	blind_0093
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_068.tif	blind_0084
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_071.tif	blind_0052
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_073.tif	blind_0067
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_075.tif	blind_0083
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_077.tif	blind_0068
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_078.tif	blind_0069
GTSE1(1-160)-FKBP-GFP__Tubulin_staining_079.tif	blind_0063
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_110.tif	blind_0098
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_111.tif	blind_0086
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_112.tif	blind_0005
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_115.tif	blind_0103
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_116.tif	blind_0076
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_117.tif	blind_0054
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_118.tif	blind_0025
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_120.tif	blind_0009
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_121.tif	blind_0049
GTSE1(1-354)-FKBP-GFP__Tubulin_staining_122.tif	blind_0065
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_084.tif	blind_0008
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_088.tif	blind_0087
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_091.tif	blind_0100
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_092.tif	blind_0051
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_095.tif	blind_0018
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_096.tif	blind_0013
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_098.tif	blind_0072
GTSE1(161-720)-FKBP-GFP__Tubulin_staining_100.tif	blind_0020
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_131.tif	blind_0047
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_133.tif	blind_0060
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_134.tif	blind_0036
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_135.tif	blind_0038
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_136.tif	blind_0033
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_137.tif	blind_0014
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_138.tif	blind_0091
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_141.tif	blind_0089
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_142.tif	blind_0077
GTSE1(355-720)-FKBP-GFP__Tubulin_staining_143.tif	blind_0099
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_145.tif	blind_0079
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_146.tif	blind_0042
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_147.tif	blind_0112
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_153.tif	blind_0029
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_154.tif	blind_0059
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_159.tif	blind_0058
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_161.tif	blind_0035
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_162.tif	blind_0075
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_163.tif	blind_0081
GTSE1(400-720)-FKBP-GFP__Tubulin_staining_164.tif	blind_0078
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_168.tif	blind_0021
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_171.tif	blind_0041
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_173.tif	blind_0024
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_174.tif	blind_0031
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_175.tif	blind_0104
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_176.tif	blind_0115
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_177.tif	blind_0015
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_181.tif	blind_0109
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_184.tif	blind_0048
GTSE1(450-720)-FKBP-GFP__Tubulin_staining_185.tif	blind_0032
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_187.tif	blind_0080
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_188.tif	blind_0074
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_189.tif	blind_0105
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_190.tif	blind_0106
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_191.tif	blind_0004
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_192.tif	blind_0026
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_194.tif	blind_0095
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_200.tif	blind_0107
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_201.tif	blind_0056
GTSE1(500-720)-FKBP-GFP__Tubulin_staining_203.tif	blind_0097
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_206.tif	blind_0040
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_207.tif	blind_0094
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_208.tif	blind_0028
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_209.tif	blind_0039
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_211.tif	blind_0071
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_212.tif	blind_0070
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_213.tif	blind_0006
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_214.tif	blind_0023
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_215.tif	blind_0016
GTSE1(550-720)-FKBP-GFP__Tubulin_staining_218.tif	blind_0037
N_GTSE1-FKBP-GFP__Tubulin_staining_022.tif	blind_0007
N_GTSE1-FKBP-GFP__Tubulin_staining_023.tif	blind_0113
N_GTSE1-FKBP-GFP__Tubulin_staining_025.tif	blind_0066
N_GTSE1-FKBP-GFP__Tubulin_staining_027.tif	blind_0082
N_GTSE1-FKBP-GFP__Tubulin_staining_032.tif	blind_0043
N_GTSE1-FKBP-GFP__Tubulin_staining_034.tif	blind_0017
N_GTSE1-FKBP-GFP__Tubulin_staining_035.tif	blind_0116
N_GTSE1-FKBP-GFP__Tubulin_staining_038.tif	blind_0092
N_GTSE1-FKBP-GFP__Tubulin_staining_039.tif	blind_0046
N_GTSE1-FKBP-GFP__Tubulin_staining_040.tif	blind_0027
