measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.7757,3360.6259,1397.6252,766.9142,5753.5179,41.1296,29.1902,0.9533,1.4981,303.3903,147214.03
microtubule,2,3,1.5759,2244.5193,950.6882,796.8515,3802.6072,32.822,28.6001,1.0441,1.1803,190.2455,92312.7863
microtubule,3,3,1.9056,2575.1084,537.4563,1427.2446,3355.0643,35.1826,9.2156,1.8613,0.4086,256.5338,124477.828
microtubule,1,2,1.7757,1505.1087,270.0785,1130.2356,2247.4487,41.1296,29.1902,0.9533,1.4981,150.104,72834.9233
microtubule,2,2,1.5759,847.4746,210.6796,452.5801,1270.9319,32.822,28.6001,1.0441,1.1803,86.3026,41876.605
microtubule,3,2,1.9056,1026.3018,88.1141,894.4856,1309.2356,35.1826,9.2156,1.8613,0.4086,118.931,57708.8486
background,1,3,1.7757,259.3755,109.3404,102.2752,532.7545,41.629,29.0994,0.9533,1.4981,47.7382,23164.0134
background,2,3,1.5759,98.1084,29.5419,31.1323,149.1479,32.5042,28.3277,1.0441,1.1803,30.9997,15041.9939
background,3,3,1.9056,249.6376,72.1261,143.3976,433.2752,34.8194,9.9419,1.8613,0.4086,50.4557,24482.5851
background,1,2,1.7757,1207.8017,641.6502,546.8569,2367.6113,41.629,29.0994,0.9533,1.4981,125.5954,60942.6445
background,2,2,1.5759,222.5642,90.5286,112.3046,511.7356,32.5042,28.3277,1.0441,1.1803,39.9395,19379.831
background,3,2,1.9056,735.8904,83.1,620.2356,900.4856,34.8194,9.9419,1.8613,0.4086,93.1953,45221.158
