measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.7614,985.91,288.7147,477.0591,1689.0782,47.0766,43.1271,2.7238,0.454,154.3991,74919.064
microtubule,2,3,2.0674,2139.3776,350.7586,1611.3225,2912.6608,32.9128,20.0654,0.3178,2.0429,228.7709,111006.46
microtubule,3,3,2.0554,1667.6679,631.6545,736.538,2970.9648,46.7588,34.4109,1.4981,1.4073,179.1852,86945.9733
microtubule,1,2,2.7614,554.287,116.2317,363.5151,829.4132,47.0766,43.1271,2.7238,0.454,98.5831,47835.4407
microtubule,2,2,2.0674,502.9906,134.5941,309.3015,805.18,32.9128,20.0654,0.3178,2.0429,69.7637,33851.4225
microtubule,3,2,2.0554,405.4022,136.099,259.0321,813.3743,46.7588,34.4109,1.4981,1.4073,59.0279,28642.1111
background,1,3,2.7614,325.0364,137.8536,163.2211,696.0384,46.8042,43.4902,2.7238,0.454,69.9563,33944.9025
background,2,3,2.0674,101.5439,27.1809,51.3258,163.538,33.4575,19.9746,0.3178,2.0429,31.3836,15228.2788
background,3,3,2.0554,194.4303,57.4231,82.1387,355.038,47.0312,34.2293,1.4981,1.4073,39.5216,19177.0475
background,1,2,2.7614,331.2364,66.4204,192.0749,488.7476,46.8042,43.4902,2.7238,0.454,70.0829,34006.3084
background,2,2,2.0674,241.3482,38.482,136.328,309.4021,33.4575,19.9746,0.3178,2.0429,44.4207,21554.2268
background,3,2,2.0554,259.5651,39.0133,181.5494,349.4606,47.0312,34.2293,1.4981,1.4073,45.2025,21933.6063
