measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.418,1018.6423,231.2258,472.7143,1487.0952,24.2419,31.0969,1.8613,1.5435,135.7247,65857.6582
microtubule,2,3,2.6193,1654.4956,532.0648,545.484,2567.2498,39.9947,46.1687,1.1349,2.3606,225.6064,109470.934
microtubule,3,3,2.2249,1212.6621,532.6927,244.056,2347.1173,50.2544,35.2734,0.0454,2.2244,145.6636,70680.3061
microtubule,1,2,2.418,228.7378,65.2078,112.3736,369.788,24.2419,31.0969,1.8613,1.5435,50.2056,24361.2696
microtubule,2,2,2.6193,190.0909,26.9481,95.8987,247.7994,39.9947,46.1687,1.1349,2.3606,50.1551,24336.7716
microtubule,3,2,2.2249,328.2424,83.592,137.6032,520.0113,50.2544,35.2734,0.0454,2.2244,56.74,27531.9592
background,1,3,2.418,180.1665,36.0359,117.9889,273.153,24.5143,30.7791,1.8613,1.5435,42.4128,20579.9669
background,2,3,2.6193,244.9,58.9778,127.0798,431.9401,40.2671,46.0779,1.1349,2.3606,54.211,26304.7967
background,3,3,2.2249,190.9307,24.793,145.2703,280.306,49.982,35.5004,0.0454,2.2244,40.3803,19593.7347
background,1,2,2.418,246.439,37.4443,168.5473,332.9736,24.5143,30.7791,1.8613,1.5435,52.1756,25317.1313
background,2,2,2.6193,202.9935,38.5509,142.7804,315.4611,40.2671,46.0779,1.1349,2.3606,51.724,25098.0304
background,3,2,2.2249,297.4872,36.8752,226.1134,371.3175,49.982,35.5004,0.0454,2.2244,53.5709,25994.1991
