measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3571,1918.1185,292.7483,1251.3456,2597.381,43.581,52.7966,2.2698,0.6356,234.8124,113937.962
microtubule,2,3,2.3063,1321.4023,505.1703,661.6294,2528.2511,57.3817,57.5633,2.2698,0.4086,166.4344,80758.9482
microtubule,3,3,2.2689,1588.3629,436.5505,753.3996,2693.2433,59.1522,44.1258,0.7717,2.1337,191.2926,92820.8817
microtubule,1,2,2.3571,456.907,101.5835,307.5503,692.0474,43.581,52.7966,2.2698,0.6356,74.6847,36239.225
microtubule,2,2,2.3063,205.0844,77.9787,83.9681,370.7224,57.3817,57.5633,2.2698,0.4086,46.2888,22460.6908
microtubule,3,2,2.2689,72.9608,84.3829,-16.0056,279.9664,59.1522,44.1258,0.7717,2.1337,31.5118,15290.4548
background,1,3,2.3571,692.1723,251.3488,320.9965,1302.8279,43.8988,53.3868,2.2698,0.6356,100.9064,48962.8136
background,2,3,2.3063,672.0956,249.3788,259.6311,1094.0365,57.3817,57.2909,2.2698,0.4086,96.851,46994.9995
background,3,3,2.2689,92.3898,40.8321,24.0704,200.334,58.4258,44.3528,0.7717,2.1337,34.0586,16526.2556
background,1,2,2.3571,280.9975,58.4832,169.6805,447.4601,43.8988,53.3868,2.2698,0.6356,55.4707,26916.0222
background,2,2,2.3063,217.6959,89.8281,90.2016,459.3089,57.3817,57.2909,2.2698,0.4086,47.6403,23116.4884
background,3,2,2.2689,94.4781,97.2368,-31.592,304.252,58.4258,44.3528,0.7717,2.1337,33.7734,16387.8371
