measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2469,5462.9543,1272.8344,2466.7451,7601.9866,48.3477,34.2293,0.1816,2.2244,600.3213,291293.794
microtubule,2,3,3.1475,1337.5672,607.4547,592.948,2920.3828,34.9556,55.6566,3.1324,0,245.3151,119034.213
microtubule,3,3,2.7204,1653.7999,602.4844,576.7851,3381.0784,61.7852,42.0375,1.4527,2.3152,253.5294,123020.01
microtubule,1,2,2.2469,620.0075,70.7632,475.7035,783.9544,48.3477,34.2293,0.1816,2.2244,85.5815,41526.713
microtubule,2,2,3.1475,217.2699,55.4391,128.6906,415.3669,34.9556,55.6566,3.1324,0,61.7146,29945.7681
microtubule,3,2,2.7204,233.5141,90.333,81.6317,383.8332,61.7852,42.0375,1.4527,2.3152,55.822,27086.4933
background,1,3,2.2469,1136.6343,459.5818,663.8467,2172.4568,48.6655,34.3201,0.1816,2.2244,154.5202,74977.7936
background,2,3,3.1475,455.1087,129.4526,264.1573,765.7434,35.0464,55.4296,3.1324,0,118.0103,57262.1225
background,3,3,2.7204,420.6893,384.3541,74.8962,1370.4118,62.6477,41.629,1.4527,2.3152,98.5106,47800.267
background,1,2,2.2469,446.6002,37.0374,364.9882,537.0689,48.6655,34.3201,0.1816,2.2244,67.713,32856.348
background,2,2,3.1475,191.547,83.5528,81.8017,403.1012,35.0464,55.4296,3.1324,0,58.0038,28145.1642
background,3,2,2.7204,121.5148,76.5859,27.2021,289.9488,62.6477,41.629,1.4527,2.3152,41.7422,20254.5348
