measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.9647,2168.3802,401.4642,1594.7302,3110.2689,29.5988,26.1032,1.4981,1.2711,222.2425,107838.693
microtubule,2,3,1.9067,2512.152,620.165,699.5008,3229.5008,15.9797,38.3604,1.9067,0,247.6559,120170
microtubule,3,3,3.2168,1118.0777,398.7351,270.3266,2251.7405,65.3262,49.1195,3.1778,0.4994,207.8222,100841.537
microtubule,1,2,1.9647,368.4879,51.5578,273.1779,494.4824,29.5988,26.1032,1.4981,1.2711,57.1281,27720.2435
microtubule,2,2,1.9067,344.4126,78.8432,211.4824,517.4824,15.9797,38.3604,1.9067,0,53.6962,26055
microtubule,3,2,3.2168,538.4087,62.7688,362.8686,659.9942,65.3262,49.1195,3.1778,0.4994,118.6957,57594.6968
background,1,3,1.9647,92.1975,26.633,30.5797,144.0262,30.0528,26.3756,1.4981,1.2711,33.977,16486.6538
background,2,3,1.9067,123.0822,38.4084,45.5008,206.5008,16.3429,37.861,1.9067,0,35.9417,17440
background,3,3,3.2168,85.5435,43.5675,-19.3009,237.4572,65.4623,49.6188,3.1778,0.4994,54.6114,26499.0714
background,1,2,1.9647,413.7624,51.9682,320.0946,519.4456,30.0528,26.3756,1.4981,1.2711,61.2335,29712.3206
background,2,2,1.9067,170.6684,99.2945,26.4824,398.4824,16.3429,37.861,1.9067,0,38.2994,18584
background,3,2,3.2168,456.0848,66.8135,330.4566,615.9803,65.4623,49.6188,3.1778,0.4994,106.4802,51667.3703
