measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0554,1003.9488,548.3964,222.6581,2024.9219,31.7324,28.6908,1.4981,1.4073,114.6483,55630.7825
microtubule,2,3,2.2258,1156.1274,436.7448,555.5482,1961.5462,30.1435,30.6429,2.1791,0.454,140.2988,68077.1681
microtubule,3,3,2.3824,1395.7221,409.1902,685.4657,2325.2893,35.455,50.8899,2.0429,1.2257,174.8869,84860.3209
microtubule,1,2,2.0554,249.7501,42.5424,170.3393,364.4875,31.7324,28.6908,1.4981,1.4073,43.7911,21248.7497
microtubule,2,2,2.2258,347.5471,61.7495,221.5193,444.2094,30.1435,30.6429,2.1791,0.454,57.6764,27986.3141
microtubule,3,2,2.3824,737.2495,87.7668,574.2247,946.0264,35.455,50.8899,2.0429,1.2257,103.7029,50319.7191
background,1,3,2.0554,169.1323,35.7242,88.6073,250.3607,32.0956,28.8724,1.4981,1.4073,35.5073,17229.2234
background,2,3,2.2258,172.8936,56.0259,89.8493,414.584,30.0074,31.0061,2.1791,0.454,38.9825,18915.4811
background,3,3,2.3824,202.3778,54.7863,128.6432,433.3451,35.4096,51.3439,2.0429,1.2257,44.5419,21613.074
background,1,2,2.0554,293.6649,51.5648,189.3008,405.2908,32.0956,28.8724,1.4981,1.4073,47.9542,23268.828
background,2,2,2.2258,333.1461,44.723,260.3343,456.8208,30.0074,31.0061,2.1791,0.454,56.1925,27266.2641
background,3,2,2.3824,255.6761,20.5922,191.7291,291.8386,35.4096,51.3439,2.0429,1.2257,51.1022,24796.3333
