measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5876,1046.1373,410.0503,190.1028,2048.1028,40.8572,28.7816,0,2.5876,174.9975,84914
microtubule,2,3,2.0388,3414.2899,955.8684,1885.325,5896.0584,26.5572,55.8382,1.9975,0.4086,363.293,176280.605
microtubule,3,3,1.9694,3623.8098,2400.6713,1372.0747,11038.0452,39.7677,56.156,0.8625,1.7705,366.4967,177835.107
microtubule,1,2,2.5876,132.595,49.7257,25.8364,252.8364,40.8572,28.7816,0,2.5876,43.9586,21330
microtubule,2,2,2.0388,425.3236,186.5175,204.7253,969.7253,26.5572,55.8382,1.9975,0.4086,62.6145,30382.4134
microtubule,3,2,1.9694,558.0215,189.5527,266.5195,1008.6141,39.7677,56.156,0.8625,1.7705,71.925,34900.1459
background,1,3,2.5876,60.939,33.245,-17.3972,151.6028,41.2204,28.6908,0,2.5876,57.2358,27772.5
background,2,3,2.0388,240.7253,60.3044,120.6117,383.2695,26.2394,56.3376,1.9975,0.4086,62.4377,30296.6357
background,3,3,1.9694,210.5909,118.8202,61.4531,445.1676,40.4486,56.1106,0.8625,1.7705,56.9905,27653.4758
background,1,2,2.5876,146.8709,50.2088,17.3364,252.3364,41.2204,28.6908,0,2.5876,45.665,22158
background,2,2,2.0388,61.5161,19.6689,10.7631,109.3386,26.2394,56.3376,1.9975,0.4086,28.1254,13647.2667
background,3,2,1.9694,198.8298,52.4107,106.3334,366.0161,40.4486,56.1106,0.8625,1.7705,39.354,19095.7091
