measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.138,4144.124,1285.0204,2449.9942,7416.313,24.5597,42.1737,2.1337,0.1362,439.0106,213021.042
microtubule,2,3,2.0403,2197.1648,816.4701,916.7056,4093.5928,27.4651,32.141,1.9067,0.7264,236.1459,114585.042
microtubule,3,3,2.7427,1771.8183,467.6997,1113.1681,3157.1856,54.2947,49.3918,2.6784,0.5902,259.6782,126003.594
microtubule,1,2,2.138,915.4063,77.1429,764.9879,1062.3709,24.5597,42.1737,2.1337,0.1362,112.6338,54653.2766
microtubule,2,2,2.0403,1135.9502,155.8388,905.8364,1615.7964,27.4651,32.141,1.9067,0.7264,128.8484,62521.0743
microtubule,3,2,2.7427,579.8842,113.7099,378.3414,844.9114,54.2947,49.3918,2.6784,0.5902,100.9591,48988.3569
background,1,3,2.138,978.7293,239.9041,593.3186,1406.3345,25.0137,42.6277,2.1337,0.1362,125.8828,61082.0958
background,2,3,2.0403,530.5601,110.2478,377.0804,858.1856,26.9658,32.0048,1.9067,0.7264,78.1511,37921.2267
background,3,3,2.7427,205.6682,70.6117,96.6439,429.4256,53.4776,49.6642,2.6784,0.5902,62.7918,30468.4406
background,1,2,2.138,952.5015,67.456,826.0464,1089.5943,25.0137,42.6277,2.1337,0.1362,116.3033,56433.8461
background,2,2,2.0403,1072.7964,96.3325,900.195,1279.9075,26.9658,32.0048,1.9067,0.7264,122.8614,59615.9983
background,3,2,2.7427,551.2183,80.0198,417.5464,811.4942,53.4776,49.6642,2.6784,0.5902,97.3554,47239.7366
