measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1833,1690.7145,581.5271,624.0308,3102.9058,49.2556,25.3769,0.1362,2.1791,199.7126,96906.5
microtubule,2,3,2.2263,1501.4051,572.6525,478.1941,2909.6431,29.8712,27.7375,0.09079,2.2244,184.2812,89418.7141
microtubule,3,3,2.5487,1888.1135,617.0307,692.7451,3295.3164,48.9379,35.7728,0.1816,2.5422,255.5072,123979.714
microtubule,1,2,2.1833,133.4165,30.5404,69.8502,216.9752,49.2556,25.3769,0.1362,2.1791,35.4391,17196.125
microtubule,2,2,2.2263,160.5989,44.3735,66.5773,270.1283,29.8712,27.7375,0.09079,2.2244,38.9634,18906.1837
microtubule,3,2,2.5487,308.009,42.4819,213.9752,408.4752,48.9379,35.7728,0.1816,2.5422,61.7345,29955.4286
background,1,3,2.1833,245.1099,131.9081,70.5308,696.9683,48.8925,25.1953,0.1362,2.1791,53.731,26071.875
background,2,3,2.2263,265.9302,30.0595,209.0818,321.8165,29.5988,27.8737,0.09079,2.2244,56.9729,27644.9694
background,3,3,2.5487,248.5408,114.416,128.6022,859.0308,49.301,35.6366,0.1816,2.5422,62.9064,30524.0715
background,1,2,2.1833,155.5058,39.9144,80.7252,268.8502,48.8925,25.1953,0.1362,2.1791,37.6698,18278.5
background,2,2,2.2263,170.145,44.9789,98.0364,297.9956,29.5988,27.8737,0.09079,2.2244,39.947,19383.4897
background,3,2,2.5487,263.0078,39.0386,183.7609,360.9752,49.301,35.6366,0.1816,2.5422,56.4482,27390.3572
