measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.211,1573.3177,240.3466,1016.885,1976.5068,13.6191,21.3819,0.7264,2.0883,183.8993,89233.4045
microtubule,2,3,2.5999,2172.1865,666.8612,1122.7438,3511.4926,12.4388,21.2004,0.5448,2.5422,284.9065,138245.143
microtubule,3,3,2.8712,1701.4336,349.8154,920.6496,2372.645,50.7537,18.3404,1.6343,2.3606,252.2891,122418.174
microtubule,1,2,2.211,253.5881,162.2972,63.8995,872.1336,13.6191,21.3819,0.7264,2.0883,56.1027,27222.7234
microtubule,2,2,2.5999,189.4917,74.2931,25.4937,338.7569,12.4388,21.2004,0.5448,2.5422,57.4177,27860.7719
microtubule,3,2,2.8712,1970.0733,347.4426,1273.7685,2635.1448,50.7537,18.3404,1.6343,2.3606,298.2095,144700.142
background,1,3,2.211,245.0494,64.0631,179.1206,451.8537,13.3013,21.6089,0.7264,2.0883,47.0292,22819.9901
background,2,3,2.5999,149.2457,46.0883,71.4381,285.6496,12.8927,21.1096,0.5448,2.5422,43.1024,20914.5742
background,3,3,2.8712,95.8324,24.4744,49.8151,168.178,51.5709,18.1588,1.6343,2.3606,40.5163,19659.6961
background,1,2,2.211,216.1477,77.3848,-26.8664,335.1336,13.3013,21.6089,0.7264,2.0883,52.2447,25350.7044
background,2,2,2.5999,161.4976,82.3318,24.1826,342.1336,12.8927,21.1096,0.5448,2.5422,54.0715,26237.1116
background,3,2,2.8712,459.3719,216.777,209.1858,889.8478,51.5709,18.1588,1.6343,2.3606,98.9536,48015.2515
