measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5292,5322.088,966.4987,2387.4852,6954.7249,57.3363,32.2772,0.9079,2.3606,656.8462,318721.361
microtubule,2,3,2.3488,4271.2809,921.4873,2255.9466,6568.6292,50.8899,39.0867,1.5435,1.7705,495.9757,240662.174
microtubule,3,3,2.0927,4602.9122,1028.2029,2536.61,6127.6942,1.5435,31.1423,1.5889,1.3619,471.9497,229004.071
microtubule,1,2,2.5292,1515.0591,264.1966,1193.089,2237.5176,57.3363,32.2772,0.9079,2.3606,223.2568,108330.868
microtubule,2,2,2.3488,2381.7694,197.3937,2025.1331,2782.0176,50.8899,39.0867,1.5435,1.7705,302.2575,146664.345
microtubule,3,2,2.0927,1690.3366,140.4372,1402.6858,2034.166,1.5435,31.1423,1.5889,1.3619,201.0666,97563.4923
background,1,3,2.5292,333.3652,59.5282,228.4852,472.674,56.8823,32.6858,0.9079,2.3606,70.8204,34364.158
background,2,3,2.3488,485.9676,91.1224,344.7929,759.1679,51.1169,38.8144,1.5435,1.7705,82.5188,40040.5674
background,3,3,2.0927,348.4284,68.9791,266.3472,564.8283,1.9975,30.7791,1.5889,1.3619,59.8548,29043.3308
background,1,2,2.5292,1635.317,215.211,1133.6299,2073.9666,56.8823,32.6858,0.9079,2.3606,237.3835,115185.566
background,2,2,2.3488,2328.6159,281.3956,1959.1233,3068.5176,51.1169,38.8144,1.5435,1.7705,296.4517,143847.212
background,3,2,2.0927,1781.6893,108.7087,1535.4174,2091.5176,1.9975,30.7791,1.5889,1.3619,209.9151,101857.069
