measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.5784,1084.8298,202.1947,685.9776,1462.071,60.8773,34.774,0.8625,1.3165,101.4268,49215.3203
microtubule,2,3,1.5277,1747.9564,474.7734,935.7376,2263.2808,56.3376,25.8762,1.2711,0.8625,146.4413,71057.6575
microtubule,3,3,1.7134,2227.7326,416.4044,1236.8487,2845.2308,58.1534,42.9909,1.6343,0.4994,201.7391,97889.8047
microtubule,1,2,1.5784,148.1501,32.6232,86.8875,230.2379,60.8773,34.774,0.8625,1.3165,26.591,12902.7334
microtubule,2,2,1.5277,138.7674,28.7023,61.1722,198.4075,56.3376,25.8762,1.2711,0.8625,25.1756,12215.9296
microtubule,3,2,1.7134,75.634,25.8955,18.9766,131.5463,58.1534,42.9909,1.6343,0.4994,22.9785,11149.8332
background,1,3,1.5784,269.475,58.4245,184.436,420.9725,61.1496,34.8194,0.8625,1.3165,40.9343,19862.5447
background,2,3,1.5277,495.9161,135.5969,320.2224,722.0967,56.2468,25.6039,1.2711,0.8625,56.1306,27236.2492
background,3,3,1.7134,476.2674,205.7054,212.7733,1010.3285,57.9719,42.7639,1.6343,0.4994,60.9663,29582.6631
background,1,2,1.5784,120.3003,31.2576,61.356,176.6652,61.1496,34.8194,0.8625,1.3165,24.5248,11900.1403
background,2,2,1.5277,112.468,29.6838,72.118,186.8169,56.2468,25.6039,1.2711,0.8625,23.2786,11295.4509
background,3,2,1.7134,73.3927,22.0613,14.4435,119.9015,57.9719,42.7639,1.6343,0.4994,22.7983,11062.4226
