 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,122.373,17.434,75,171,278.284,20681.000
2,2.274,3157.503,490.953,2023,4045,7180.365,533618.000
3,2.274,263.533,26.846,199,329,599.290,44537.000
4,2.274,119.899,16.293,84,169,272.659,20263.000
5,2.274,3341.444,600.898,2390,4095,7598.658,564704.000
6,2.274,290.882,30.951,215,399,661.484,49159.000
7,2.274,125.343,18.129,81,165,285.038,21183.000
8,2.274,3396.574,319.530,2754,4095,7724.028,574021.000
9,2.274,283.775,29.762,218,352,645.323,47958.000
10,2.274,111.237,15.290,75,154,252.959,18799.000
11,2.274,393.627,52.464,292,595,895.134,66523.000
12,2.274,182.438,23.009,125,240,414.875,30832.000
13,2.274,114.680,17.265,70,167,260.791,19381.000
14,2.274,489.722,106.725,315,801,1113.659,82763.000
15,2.274,180.036,18.857,133,232,409.412,30426.000
16,2.274,110.964,16.878,66,162,252.340,18753.000
17,2.274,537.118,60.812,394,717,1221.442,90773.000
18,2.274,188.047,22.336,129,251,427.632,31780.000
19,2.274,108.237,15.013,62,145,246.137,18292.000
20,2.274,184.036,20.565,134,243,418.509,31102.000
21,2.274,134.698,19.161,89,181,306.312,22764.000
