 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.396,1837.965,84.111,1598,2089,13594.081,2374651
2,4.397,2866.867,312.027,2212,3749,12604.304,2201754
3,4.397,2232.908,102.957,1950,2543,9817.073,1714873
4,4.397,2571.866,117.509,2247,2884,11307.318,1975193
5,723.163,2401.812,285.122,1727,4496,1736900.700,303406536
6,7.396,671.871,52.040,511,829,4969.335,868057
7,4.397,1982.160,255.006,1428,2608,8714.651,1522299
8,4.397,1378.887,85.122,1158,1758,6062.334,1058985
9,4.397,1807.150,101.256,1502,2106,7945.211,1387891
10,723.163,1555.856,271.244,778,3291,1125136.515,196541905
