 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.708,1128.265,166.683,765,1747,8696.315,4219711
2,1.583,7207.694,246.958,6530,8398,11408.016,5535509
3,1.583,5599.871,337.005,4570,6228,8863.225,4300701
4,1.583,5785.276,570.268,4669,7108,9156.676,4443092
5,203.380,5437.240,1018.197,2231,8398,1105825.489,536579468
6,7.708,1191.056,224.342,752,2023,9180.288,4454549
7,1.583,9686.223,265.016,8874,10380,15330.920,7439019
8,1.583,7370.831,367.504,6441,8257,11666.221,5660798
9,1.583,8626.855,710.977,7258,10025,13654.201,6625425
10,203.380,7678.553,1466.551,2843,10759,1561663.666,757765730
