 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.342,1200.722,100.812,873,1539,5213.864,2529922
2,1.583,4346.424,162.399,3838,5061,6879.326,3338054
3,1.583,3314.555,222.406,2803,3812,5246.129,2545578
4,1.583,2929.413,239.336,2300,3469,4636.543,2249789
5,165.419,3331.146,539.367,1882,5061,551033.314,267377778
6,4.342,621.547,68.158,431,895,2698.927,1309600
7,1.583,3948.602,128.311,3589,4397,6249.670,3032526
8,1.583,2630.374,254.284,2061,3199,4163.238,2020127
9,1.583,2624.939,210.249,2051,3207,4154.636,2015953
10,165.419,2855.479,644.753,1254,4439,472349.115,229197861
