 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.211,2130.224,105.767,1828,2486,6839.829,3318889.000
2,1.583,6747.915,325.465,5853,7968,10680.299,5182399.000
3,1.583,4184.443,207.006,3537,5086,6622.949,3213652.000
4,1.583,4211.624,426.752,3328,5292,6665.970,3234527.000
5,214.566,4669.523,998.802,2335,8671,1001922.713,486162746.000
6,3.211,1821.954,145.982,1389,2337,5850.020,2838604.000
7,1.583,8491.780,270.153,7810,9210,13440.409,6521687.000
8,1.583,5314.693,251.960,4514,6018,8411.858,4081684.000
9,1.583,5685.145,485.841,4598,6907,8998.192,4366191.000
10,214.566,5878.438,1355.640,2524,9710,1261315.090,612027654.000
