 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.492,1423.659,76.249,1181,1776,3547.194,1721204
2,1.583,2059.521,126.313,1709,2484,3259.717,1581712
3,1.583,1662.232,90.251,1435,1937,2630.906,1276594
4,1.583,2717.453,111.413,2408,3143,4301.063,2087004
5,184.626,2000.603,399.879,1252,3161,369363.206,179226030
6,2.492,729.700,62.354,528,933,1818.122,882207
7,1.583,2706.921,261.923,2109,3434,4284.393,2078915
8,1.583,1687.413,110.012,1377,2022,2670.761,1295933
9,1.583,1598.625,88.865,1342,1913,2530.232,1227744
10,184.626,1790.962,434.974,684,3748,330657.952,160445088
