Original_Name	Blinded_Name
HeLa_CLTA-FKBP-GFP_GTSE1_12345_061.tif	blind_0078
HeLa_CLTA-FKBP-GFP_GTSE1_12345_064.tif	blind_0070
HeLa_CLTA-FKBP-GFP_GTSE1_12345_066.tif	blind_0079
HeLa_CLTA-FKBP-GFP_GTSE1_12345_068.tif	blind_0040
HeLa_CLTA-FKBP-GFP_GTSE1_12345_069.tif	blind_0004
HeLa_CLTA-FKBP-GFP_GTSE1_12345_070.tif	blind_0034
HeLa_CLTA-FKBP-GFP_GTSE1_12345_071.tif	blind_0006
HeLa_CLTA-FKBP-GFP_GTSE1_12345_077.tif	blind_0015
HeLa_CLTA-FKBP-GFP_GTSE1_123_029.tif	blind_0012
HeLa_CLTA-FKBP-GFP_GTSE1_123_031.tif	blind_0044
HeLa_CLTA-FKBP-GFP_GTSE1_123_035.tif	blind_0082
HeLa_CLTA-FKBP-GFP_GTSE1_123_036.tif	blind_0013
HeLa_CLTA-FKBP-GFP_GTSE1_123_037.tif	blind_0065
HeLa_CLTA-FKBP-GFP_GTSE1_123_039.tif	blind_0039
HeLa_CLTA-FKBP-GFP_GTSE1_123_041.tif	blind_0052
HeLa_CLTA-FKBP-GFP_GTSE1_1245_045.tif	blind_0021
HeLa_CLTA-FKBP-GFP_GTSE1_1245_046.tif	blind_0051
HeLa_CLTA-FKBP-GFP_GTSE1_1245_047.tif	blind_0002
HeLa_CLTA-FKBP-GFP_GTSE1_1245_048.tif	blind_0072
HeLa_CLTA-FKBP-GFP_GTSE1_1245_050.tif	blind_0001
HeLa_CLTA-FKBP-GFP_GTSE1_1245_052.tif	blind_0059
HeLa_CLTA-FKBP-GFP_GTSE1_1245_054.tif	blind_0080
HeLa_CLTA-FKBP-GFP_GTSE1_1245_058.tif	blind_0055
HeLa_CLTA-FKBP-GFP_GTSE1_1245_060.tif	blind_0019
HeLa_CLTA-FKBP-GFP_GTSE1_12_093.tif	blind_0077
HeLa_CLTA-FKBP-GFP_GTSE1_12_094.tif	blind_0057
HeLa_CLTA-FKBP-GFP_GTSE1_12_096.tif	blind_0066
HeLa_CLTA-FKBP-GFP_GTSE1_12_105.tif	blind_0062
HeLa_CLTA-FKBP-GFP_GTSE1_12_111.tif	blind_0064
HeLa_CLTA-FKBP-GFP_GTSE1_345_015.tif	blind_0008
HeLa_CLTA-FKBP-GFP_GTSE1_345_016.tif	blind_0023
HeLa_CLTA-FKBP-GFP_GTSE1_345_019.tif	blind_0068
HeLa_CLTA-FKBP-GFP_GTSE1_345_020.tif	blind_0053
HeLa_CLTA-FKBP-GFP_GTSE1_345_022.tif	blind_0032
HeLa_CLTA-FKBP-GFP_GTSE1_345_023.tif	blind_0020
HeLa_CLTA-FKBP-GFP_GTSE1_345_025.tif	blind_0060
HeLa_CLTA-FKBP-GFP_GTSE1_345_026.tif	blind_0041
HeLa_CLTA-FKBP-GFP_GTSE1_3_112.tif	blind_0050
HeLa_CLTA-FKBP-GFP_GTSE1_3_114.tif	blind_0030
HeLa_CLTA-FKBP-GFP_GTSE1_3_115.tif	blind_0071
HeLa_CLTA-FKBP-GFP_GTSE1_3_116.tif	blind_0074
HeLa_CLTA-FKBP-GFP_GTSE1_3_117.tif	blind_0007
HeLa_CLTA-FKBP-GFP_GTSE1_3_118.tif	blind_0010
HeLa_CLTA-FKBP-GFP_GTSE1_3_121.tif	blind_0022
HeLa_CLTA-FKBP-GFP_GTSE1_3_122.tif	blind_0076
HeLa_CLTA-FKBP-GFP_GTSE1_3_124.tif	blind_0018
HeLa_CLTA-FKBP-GFP_GTSE1_3_127.tif	blind_0048
HeLa_CLTA-FKBP-GFP_GTSE1_45_128.tif	blind_0037
HeLa_CLTA-FKBP-GFP_GTSE1_45_132.tif	blind_0003
HeLa_CLTA-FKBP-GFP_GTSE1_45_133.tif	blind_0075
HeLa_CLTA-FKBP-GFP_GTSE1_45_141.tif	blind_0014
HeLa_CLTA-FKBP-GFP_GTSE1_45_144.tif	blind_0049
HeLa_CLTA-FKBP-GFP_GTSE1_N_082.tif	blind_0024
HeLa_CLTA-FKBP-GFP_GTSE1_N_083.tif	blind_0036
HeLa_CLTA-FKBP-GFP_GTSE1_N_084.tif	blind_0029
HeLa_CLTA-FKBP-GFP_GTSE1_N_087.tif	blind_0043
HeLa_CLTA-FKBP-GFP_GTSE1_N_088.tif	blind_0073
HeLa_CLTA-FKBP-GFP_GTSE1_N_089.tif	blind_0027
HeLa_CLTA-FKBP-GFP_GTSE1_N_090.tif	blind_0067
HeLa_CLTA-FKBP-GFP_GTSE1_N_091.tif	blind_0016
HeLa_CLTA-FKBP-GFP_GTSE1_wt_003.tif	blind_0009
HeLa_CLTA-FKBP-GFP_GTSE1_wt_004.tif	blind_0028
HeLa_CLTA-FKBP-GFP_GTSE1_wt_006.tif	blind_0033
HeLa_CLTA-FKBP-GFP_GTSE1_wt_008.tif	blind_0069
HeLa_CLTA-FKBP-GFP_GTSE1_wt_009.tif	blind_0054
HeLa_CLTA-FKBP-GFP_GTSE1_wt_010.tif	blind_0061
HeLa_CLTA-FKBP-GFP_GTSE1_wt_011.tif	blind_0056
