 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.822,2439.609,153.780,1934,2936,11764.908,5708684.000
2,1.583,5976.655,397.513,4909,7253,9459.582,4590071.000
3,1.583,4555.406,231.322,3853,5367,7210.093,3498552.000
4,1.583,8170.710,802.166,7125,10125,12932.234,6275105.000
5,217.491,5714.765,1407.940,3201,12997,1242908.533,603096244.000
6,4.822,1713.299,183.333,1324,2431,8262.312,4009120.000
7,1.583,8178.402,213.589,7582,8859,12944.409,6281013.000
8,1.583,5995.449,324.311,5083,6851,9489.329,4604505.000
9,1.583,6171.277,236.951,5621,6996,9767.622,4739541.000
10,217.491,6155.804,1297.113,2676,9156,1338830.570,649640474.000
