 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,28.335,402.831,24.295,319,502,11414.168,949071
2,9.236,1282.799,58.860,1101,1451,11848.560,985190
3,9.236,935.086,72.969,739,1106,8636.909,718146
4,9.236,894.289,58.749,721,1088,8260.089,686814
5,405.203,936.462,191.337,448,1486,379456.882,31551271
6,28.335,367.449,31.368,282,476,10411.613,865710
7,9.236,1371.190,57.512,1194,1572,12664.979,1053074
8,9.236,1003.477,70.913,834,1234,9268.598,770670
9,9.236,1007.296,59.153,850,1229,9303.872,773603
10,405.203,1016.103,179.539,500,1572,411727.530,34234527
