 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,77.933,269.861,22.422,200,377,21031.035,1748699
2,9.236,895.682,43.416,735,1053,8272.957,687884
3,9.236,590.988,58.792,448,764,5458.655,453879
4,9.236,626.220,41.956,504,754,5784.073,480937
5,413.357,664.359,135.787,325,1057,274617.445,22834029
6,77.933,480.792,43.345,353,660,37469.455,3115529
7,9.236,1613.792,62.640,1426,1814,14905.765,1239392
8,9.236,1080.746,76.733,864,1279,9982.297,830013
9,9.236,1135.320,82.839,915,1367,10486.371,871926
10,413.357,1212.493,254.749,591,1874,501192.425,41673399
