 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.819,3283.141,128.030,2931,3640,9256.103,4491337
2,1.583,6158.194,359.178,5299,7225,9746.914,4729493
3,1.583,4755.290,302.193,4091,5516,7526.461,3652063
4,1.583,8083.905,2025.524,5417,15586,12794.843,6208439
5,212.365,6023.003,1287.242,2907,15586,1279077.204,620646361
6,2.819,2441.760,126.920,2001,2899,6884.013,3340328
7,1.583,4828.865,242.360,4075,5623,7642.911,3708568
8,1.583,3476.674,221.234,2734,4214,5502.725,2670086
9,1.583,4937.783,473.718,4104,6643,7815.301,3792217
10,212.365,4078.579,798.266,1894,7320,866148.908,420281251
