 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.819,3394.727,134.598,2887,3789,9570.696,4643987
2,1.583,8292.495,321.426,7371,9255,13124.990,6368636
3,1.583,5407.233,568.459,4485,6722,8558.327,4152755
4,1.583,6300.087,536.936,5377,7784,9971.496,4838467
5,212.365,6280.021,1202.087,3038,9898,1333659.025,647131086
6,2.819,1860.705,97.527,1599,2221,5245.853,2545444
7,1.583,5442.206,211.898,4826,5988,8613.680,4179614
8,1.583,3483.099,195.907,2767,4034,5512.893,2675020
9,1.583,4433.206,322.365,3840,5310,7016.680,3404702
10,212.365,4076.594,820.774,1893,6414,865727.320,420076684
