 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,45.605,237.022,21.141,167,321,10809.407,898786
2,9.236,1074.725,50.281,925,1229,9926.685,825389
3,9.236,671.124,78.123,465,868,6198.825,515423
4,9.236,693.241,58.897,543,877,6403.110,532409
5,381.967,721.560,199.623,305,1252,275612.184,22916740
6,45.605,320.717,20.985,245,411,14626.337,1216158
7,9.236,668.007,33.105,557,757,6170.033,513029
8,9.236,535.947,55.747,395,684,4950.264,411607
9,9.236,522.275,38.896,418,641,4823.984,401107
10,381.967,543.740,86.241,309,850,207690.923,17269189
