Original_Name	Blinded_Name
C-GTSE1-FKBP-GFP_Tubulin_stain_231.tif	blind_0041
C-GTSE1-FKBP-GFP_Tubulin_stain_233.tif	blind_0017
C-GTSE1-FKBP-GFP_Tubulin_stain_235.tif	blind_0034
C-GTSE1-FKBP-GFP_Tubulin_stain_236.tif	blind_0001
C-GTSE1-FKBP-GFP_Tubulin_stain_237.tif	blind_0002
C-GTSE1-FKBP-GFP_Tubulin_stain_238.tif	blind_0084
C-GTSE1-FKBP-GFP_Tubulin_stain_239.tif	blind_0049
C-GTSE1-FKBP-GFP_Tubulin_stain_241.tif	blind_0056
FKBP-GFP_control_Tubulin_stain_148.tif	blind_0040
FKBP-GFP_control_Tubulin_stain_154.tif	blind_0074
FL-GTSE1-FKBP-GFP_Tubulin_stain_250.tif	blind_0008
FL-GTSE1-FKBP-GFP_Tubulin_stain_251.tif	blind_0023
FL-GTSE1-FKBP-GFP_Tubulin_stain_252.tif	blind_0083
FL-GTSE1-FKBP-GFP_Tubulin_stain_254.tif	blind_0025
FL-GTSE1-FKBP-GFP_Tubulin_stain_255.tif	blind_0038
FL-GTSE1-FKBP-GFP_Tubulin_stain_256.tif	blind_0024
FL-GTSE1-FKBP-GFP_Tubulin_stain_258.tif	blind_0077
FL-GTSE1-FKBP-GFP_Tubulin_stain_259.tif	blind_0061
FL-GTSE1-FKBP-GFP_Tubulin_stain_260.tif	blind_0053
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_222.tif	blind_0059
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_223.tif	blind_0019
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_225.tif	blind_0016
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_226.tif	blind_0015
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_227.tif	blind_0050
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_228.tif	blind_0022
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_229.tif	blind_0081
GTSE1(1-160)-FKBP-GFP_Tubulin_stain_230.tif	blind_0031
GTSE1(1-354)-FKBP-GFP_Tubulin_stain_204.tif	blind_0030
GTSE1(1-354)-FKBP-GFP_Tubulin_stain_205.tif	blind_0005
GTSE1(1-354)-FKBP-GFP_Tubulin_stain_206.tif	blind_0048
GTSE1(1-354)-FKBP-GFP_Tubulin_stain_207.tif	blind_0026
GTSE1(1-354)-FKBP-GFP_Tubulin_stain_208.tif	blind_0057
GTSE1(1-354)-FKBP-GFP_Tubulin_stain_210.tif	blind_0067
GTSE1(1-354)-FKBP-GFP_Tubulin_stain_211.tif	blind_0009
GTSE1(161-720)-FKBP-GFP_Tubulin_stain_212.tif	blind_0011
GTSE1(161-720)-FKBP-GFP_Tubulin_stain_214.tif	blind_0045
GTSE1(161-720)-FKBP-GFP_Tubulin_stain_215.tif	blind_0063
GTSE1(161-720)-FKBP-GFP_Tubulin_stain_216.tif	blind_0073
GTSE1(161-720)-FKBP-GFP_Tubulin_stain_217.tif	blind_0037
GTSE1(161-720)-FKBP-GFP_Tubulin_stain_218.tif	blind_0028
GTSE1(161-720)-FKBP-GFP_Tubulin_stain_219.tif	blind_0071
