 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,49.153,215.420,14.536,164,262,10588.549,880422
2,9.236,874.922,57.896,720,1061,8081.204,671940
3,9.236,499.299,42.439,394,636,4611.773,383462
4,9.236,447.253,35.700,353,554,4131.043,343490
5,457.050,529.489,152.593,250,1082,242002.883,20122177
6,49.153,182.018,12.509,141,224,8946.752,743909
7,9.236,846.913,73.219,677,1135,7822.498,650429
8,9.236,390.099,38.417,291,515,3603.144,299596
9,9.236,341.939,29.082,268,435,3158.313,262609
10,457.050,453.716,168.342,196,1135,207370.581,17242553
