 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.028,519.555,46.155,331,678,3131.913,547091
2,4.397,1901.833,327.062,1343,2806,8361.491,1460608
3,4.397,1196.350,78.057,969,1464,5259.805,918797
4,4.397,1166.482,77.480,946,1438,5128.487,895858
5,599.401,1205.940,226.378,627,2806,722841.876,126267984
6,6.028,419.618,41.180,297,559,2529.489,441858
7,4.397,5618.926,2211.334,2683,10391,24703.846,4315335
8,4.397,827.133,112.571,546,1156,3636.525,635238
9,4.397,822.723,107.586,544,1134,3617.135,631851
10,599.401,1355.406,1140.125,319,10391,812431.786,141917793
