 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.028,551.675,50.128,378,725,3325.538,580914.000
2,4.397,1259.262,117.989,1006,1576,5536.398,967113.000
3,4.397,927.646,69.854,732,1161,4078.434,712432.000
4,4.397,1498.156,108.504,1181,1826,6586.708,1150584.000
5,599.401,1185.236,193.417,641,1923,710431.387,124100086.000
6,6.028,433.579,40.198,309,569,2613.647,456559.000
7,4.397,4441.590,1106.056,2830,6673,19527.639,3411141.000
8,4.397,796.103,78.630,582,1042,3500.100,611407.000
9,4.397,797.159,95.782,506,1085,3504.743,612218.000
10,599.401,1271.929,1005.117,365,8912,762395.600,133177336.000
