 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.564,1407.597,132.752,1077,1977,7832.396,3800512.000
2,1.583,4888.361,251.193,4104,5661,7737.079,3754261.000
3,1.583,3737.250,251.725,3145,4454,5915.152,2870208.000
4,1.583,3701.728,180.060,3142,4356,5858.929,2842927.000
5,197.247,3781.369,606.642,1719,5908,745862.766,361914832.000
6,5.564,1242.244,165.304,869,1831,6912.311,3354059.000
7,1.583,5271.840,262.482,4635,6131,8344.032,4048773.000
8,1.583,4265.307,387.530,3358,5115,6750.938,3275756.000
9,1.583,4696.122,192.425,4187,5282,7432.812,3606622.000
10,197.247,4335.586,780.743,1710,6460,855180.290,414958951.000
