 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.211,862.877,61.715,668,1058,5359.557,936222
2,4.397,3310.611,436.194,2446,4269,14555.241,2542549
3,4.397,1488.483,111.196,1202,1788,6544.179,1143155
4,4.397,2417.302,346.667,1460,3187,10627.771,1856488
5,544.433,1782.526,545.066,868,4505,970465.862,169523615
6,6.211,391.418,40.069,277,508,2431.202,424689
7,4.397,1552.357,258.716,1035,2223,6825.003,1192210
8,4.397,819.625,340.551,463,1727,3603.516,629472
9,4.397,944.758,117.877,643,1271,4153.668,725574
10,544.433,857.988,332.513,337,3457,467116.883,81597247
