 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.672,501.157,49.717,356,673,1840.493,893062
2,1.583,4931.585,1502.103,2238,8195,7805.492,3787457
3,1.583,1034.939,85.196,824,1304,1638.055,794833
4,1.583,2021.859,950.660,984,5386,3200.109,1552788
5,242.401,1468.844,880.503,501,8195,356048.718,172765444
6,3.672,1007.253,86.374,737,1251,3699.124,1794925
7,1.583,5297.044,1413.862,2805,8429,8383.925,4068130
8,1.583,1675.945,226.055,1194,2270,2652.611,1287126
9,1.583,2470.327,533.754,1624,4344,3909.923,1897211
10,242.401,2429.741,1036.231,898,8429,588970.737,285786146
