 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.473,959.019,66.282,741,1200,8125.291,1419348
2,4.397,1986.470,215.498,1449,2534,8733.600,1525609
3,4.397,1385.154,91.092,1088,1654,6089.887,1063798
4,4.397,2156.577,114.106,1736,2491,9481.482,1656251
5,398.494,1671.258,286.440,1037,2619,665986.023,116336249
6,8.473,702.484,61.623,491,911,5951.797,1039676
7,4.397,4111.624,1177.387,2680,6749,18076.928,3157727
8,4.397,1344.271,110.409,1051,1691,5910.144,1032400
9,4.397,1809.839,122.562,1454,2142,7957.032,1389956
10,398.494,2082.059,969.403,818,7028,829687.672,144932098
