 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.473,1183.310,74.646,956,1461,10025.600,1751299
2,4.397,3379.362,427.161,2476,4134,14857.509,2595350
3,4.397,2163.482,191.899,1794,2660,9511.840,1661554
4,4.397,2155.807,145.410,1799,2607,9478.098,1655660
5,398.494,2408.712,379.898,1465,4164,959857.269,167670477
6,8.473,850.886,72.559,636,1100,7209.133,1259311
7,4.397,5981.100,1757.412,3175,8844,26296.162,4593485
8,4.397,1705.668,147.356,1348,2141,7499.042,1309953
9,4.397,2281.073,143.769,1895,2683,10028.834,1751864
10,398.494,2566.244,1150.156,1055,9169,1022632.448,178636216
