 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.720,743.514,62.544,560,963,2022.627,981439.000
2,1.583,3129.559,127.207,2750,3624,4953.325,2403501.000
3,1.583,2076.646,136.919,1705,2428,3286.822,1594864.000
4,1.583,2450.576,154.334,2071,2957,3878.661,1882042.000
5,163.687,2373.344,391.306,1507,3756,388486.574,188505258.000
6,2.720,945.976,66.649,751,1121,2573.395,1248688.000
7,1.583,1546.232,85.671,1371,1745,2447.306,1187506.000
8,1.583,1326.281,89.009,986,1608,2099.179,1018584.000
9,1.583,1415.371,85.575,1148,1654,2240.186,1087005.000
10,163.687,1371.366,133.382,908,2087,224475.291,108922098.000
