 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.720,562.610,52.491,394,756,1530.502,742645
2,1.583,1650.319,127.827,1265,1978,2612.051,1267445
3,1.583,1459.083,225.347,930,1855,2309.372,1120576
4,1.583,2347.621,454.190,1644,3833,3715.710,1802973
5,163.687,1746.196,287.280,834,3833,285830.310,138693381
6,2.720,709.767,55.325,538,874,1930.821,936892
7,1.583,1022.490,71.365,799,1179,1618.351,785272
8,1.583,931.587,97.811,728,1215,1474.475,715459
9,1.583,1059.120,79.254,824,1294,1676.327,813404
10,163.687,967.111,94.837,657,1402,158303.830,76813734
