measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2189.9219,550.2458,966.5156,3365.5156,4858.6758,146842
microtubule,2,3,2271.6719,543.184,1071.5156,3199.5156,5031.791,152074
microtubule,3,3,2124.6406,530.5409,1185.5156,3417.5156,4720.435,142664
microtubule,1,1,592.0156,115.6555,354.1562,883.1562,1484.1524,44855
microtubule,2,1,680.2031,114.8692,440.1562,935.1562,1670.8998,50499
microtubule,3,1,611.3594,92.129,449.1562,836.1562,1525.115,46093
microtubule,1,2,405,79.3589,228.25,554.25,1073.1029,32432
microtubule,2,2,414.375,68.0407,274.25,525.25,1092.9555,33032
microtubule,3,2,448.6094,86.0621,308.25,666.25,1165.4509,35223
cytoplasm,1,3,400.7656,133.2858,190.5156,689.5156,1069.9265,32336
cytoplasm,2,3,374.0312,138.0251,129.5156,731.5156,1013.3133,30625
cytoplasm,3,3,298.0469,78.3397,179.5156,466.5156,852.4074,25762
cytoplasm,1,1,675.125,261.1492,135.1562,1149.1562,1660.1463,50174
cytoplasm,2,1,461.9688,133.282,157.1562,744.1562,1208.7628,36532
cytoplasm,3,1,373.8906,122.4873,210.1562,755.1562,1022.247,30895
cytoplasm,1,2,156.4844,37.4788,73.25,238.25,546.8417,16527
cytoplasm,2,2,130.6562,48.2476,59.25,286.25,492.1476,14874
cytoplasm,3,2,109.3125,28.2601,43.25,204.25,446.9497,13508
