measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1290.5781,161.0292,951.2812,1767.2812,2948.3528,89107
microtubule,2,3,1319.4062,280.3634,612.2812,1840.2812,3009.3998,90952
microtubule,3,3,1195.625,315.7257,719.2812,1959.2812,2747.2784,83030
microtubule,1,1,327.5469,52.222,246.0156,475.0156,922.2888,27874
microtubule,2,1,481.125,110.2324,249.0156,668.0156,1247.5086,37703
microtubule,3,1,342.8281,74.8164,194.0156,531.0156,954.6486,28852
microtubule,1,2,285.4844,35.3932,199.7031,374.7031,819.0549,24754
microtubule,2,2,401.625,92.7852,191.7031,581.7031,1064.9964,32187
microtubule,3,2,235.8125,65.5345,130.7031,439.7031,713.8689,21575
cytoplasm,1,3,123.75,37.7607,60.2812,238.2812,477.4567,14430
cytoplasm,2,3,252.6094,51.1403,160.2812,418.2812,750.3316,22677
cytoplasm,3,3,162.2969,39.2608,84.2812,245.2812,559.0842,16897
cytoplasm,1,1,350.7656,109.7304,157.0156,662.0156,971.4572,29360
cytoplasm,2,1,385.1562,105.7427,218.0156,640.0156,1044.2834,31561
cytoplasm,3,1,352.25,74.1193,201.0156,572.0156,974.6006,29455
cytoplasm,1,2,80.4531,24.6821,36.7031,142.7031,384.8771,11632
cytoplasm,2,2,90.6094,22.9891,53.7031,156.7031,406.3841,12282
cytoplasm,3,2,95.0781,21.3203,49.7031,158.7031,415.8472,12568
