measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1459.1875,476.7516,569.8906,2471.8906,3306.2302,99923
microtubule,2,3,1964.9375,486.693,957.8906,2908.8906,4377.2155,132291
microtubule,3,3,1912.125,197.5244,1250.8906,2216.8906,4265.3788,128911
microtubule,1,1,317.4375,78.0195,179.6875,540.6875,899.4582,27184
microtubule,2,1,749.2969,174.3667,434.6875,1117.6875,1813.9714,54823
microtubule,3,1,566.3438,99.2264,359.6875,844.6875,1426.5465,43114
microtubule,1,2,255.0312,81.5507,141.1875,490.1875,781.0701,23606
microtubule,2,2,551.2031,144.0845,266.1875,825.1875,1408.249,42561
microtubule,3,2,617.625,283.3528,222.1875,1554.1875,1548.9052,46812
cytoplasm,1,3,239.2344,43.5278,150.8906,335.8906,722.8356,21846
cytoplasm,2,3,187.7031,50.8836,86.8906,305.8906,613.7121,18548
cytoplasm,3,3,235.9375,66.5572,120.8906,430.8906,715.8541,21635
cytoplasm,1,1,154.5156,29.5052,90.6875,225.6875,554.4519,16757
cytoplasm,2,1,127.8281,25.0902,76.6875,177.6875,497.938,15049
cytoplasm,3,1,152.3594,25.3008,106.6875,219.6875,549.8858,16619
cytoplasm,1,2,321.0156,84.2829,189.1875,504.1875,920.7998,27829
cytoplasm,2,2,311.6406,170.8785,122.1875,1223.1875,900.9472,27229
cytoplasm,3,2,307.7344,71.8908,187.1875,514.1875,892.6752,26979
