 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.584,2646.958,102.439,2242,3001,6840.646,3319285.000
2,1.583,6656.102,187.679,6072,7204,10534.980,5111886.000
3,1.583,4829.796,288.323,4135,5728,7644.384,3709283.000
4,1.583,5247.159,262.566,4557,6029,8304.968,4029818.000
5,210.879,5005.473,746.004,2855,7440,1055551.564,512185062.000
6,2.584,4945.490,339.050,3900,5891,12780.839,6201644.000
7,1.583,4731.714,145.643,4243,5218,7489.145,3633956.000
8,1.583,3719.508,366.601,2826,4428,5887.071,2856582.000
9,1.583,4304.189,172.402,3782,4815,6812.477,3305617.000
10,210.879,3818.397,643.400,1580,5402,805221.546,390717480.000
