file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,spindle green,0,1339.3719
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,cyto green,0,943.4097
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,mito green,0,1234.1922
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,cell green,0,1080.3299
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,spindle red,0,1205.6822
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,cyto red,0,744.7603
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,mito red,0,904.1431
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-05.tif,cell red,0,881.3211
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,spindle green,1,945.8963
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,cyto green,1,447.3351
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,mito green,1,1849.507
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,cell green,1,1070.9214
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,spindle red,1,975.0475
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,cyto red,1,470.6816
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,mito red,1,708.153
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_032.nd2-10.tif,cell red,1,693.1227
