measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1538.5625,393.5005,580.9844,2255.9844,3480.4705,105189
microtubule,2,3,990.9375,222.4059,451.9844,1372.9844,2320.81,70141
microtubule,3,3,984.7969,139.2493,718.9844,1225.9844,2307.8065,69748
microtubule,1,1,566.9219,91.1106,308.625,812.625,1432.1384,43283
microtubule,2,1,505.9531,115.1849,323.625,743.625,1303.0299,39381
microtubule,3,1,702.875,110.2272,441.625,952.625,1720.0351,51984
microtubule,1,2,1587.0312,274.5982,1016.9219,2497.9219,3587.4764,108423
microtubule,2,2,1569.5312,397.1474,883.9219,2520.9219,3550.418,107303
microtubule,3,2,2108.7188,400.6257,1378.9219,2781.9219,4692.2112,141811
cytoplasm,1,3,200.9531,66.2638,94.9844,367.9844,647.9249,19582
cytoplasm,2,3,185.6406,36.7679,87.9844,245.9844,615.4989,18602
cytoplasm,3,3,143.3281,44.8653,59.9844,242.9844,525.8972,15894
cytoplasm,1,1,235.3906,52.0765,159.625,369.625,730.0819,22065
cytoplasm,2,1,255.3125,48.1914,142.625,352.625,772.2688,23340
cytoplasm,3,1,197.3594,39.8813,127.625,294.625,649.5462,19631
cytoplasm,1,2,702.2344,142.979,404.9219,954.9219,1713.8146,51796
cytoplasm,2,2,775.6562,150.6581,415.9219,1075.9219,1869.2941,56495
cytoplasm,3,2,651.5156,107.3364,454.9219,894.9219,1606.4117,48550
