file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,spindle green,0,3113.2672
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,cyto green,0,1708.4404
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,mito green,0,2036.0928
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,cell green,0,2129.1762
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,spindle red,0,444.0028
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,cyto red,0,154.6291
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,mito red,0,212.4311
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-02.tif,cell red,0,228.7775
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,spindle green,1,1887.2138
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,cyto green,1,859.9846
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,mito green,1,2574.732
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,cell green,1,1714.4574
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,spindle red,1,243.4664
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,cyto red,1,31.1422
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,mito red,1,105.9573
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_026.nd2-11.tif,cell red,1,107.2399
