 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,53.880,393.098,27.282,295,493,21179.901,1761077
2,9.236,1218.586,54.201,1057,1374,11255.452,935874
3,9.236,775.448,78.150,565,1003,7162.414,595544
4,9.236,909.501,73.271,717,1131,8400.596,698497
5,432.563,900.678,190.947,415,1390,389600.240,32394676
6,53.880,402.277,45.796,297,581,21674.462,1802199
7,9.236,1947.935,86.927,1700,2204,17992.074,1496014
8,9.236,1368.757,186.284,901,1818,12642.501,1051205
9,9.236,1488.137,154.792,1198,1880,13745.155,1142889
10,432.563,1473.575,343.356,501,2278,637414.688,53000076
