 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,487.769,78.463,321,645,1109.219,82433.000
2,2.274,1949.420,177.207,1516,2475,4433.107,329452.000
3,2.274,242.012,21.541,183,301,550.350,40900.000
4,2.274,506.893,67.211,346,651,1152.708,85665.000
5,2.274,2026.751,322.744,1459,2858,4608.963,342521.000
6,2.274,257.254,27.580,189,319,585.013,43476.000
7,2.274,342.367,38.466,236,431,778.564,57860.000
8,2.274,1516.556,149.784,1135,1792,3448.746,256298.000
9,2.274,234.379,20.001,189,285,532.992,39610.000
10,2.274,152.562,15.948,105,195,346.936,25783.000
11,2.274,997.515,87.624,794,1161,2268.413,168580.000
12,2.274,186.645,22.167,139,246,424.443,31543.000
13,2.274,143.071,12.412,113,171,325.353,24179.000
14,2.274,951.183,142.176,678,1252,2163.052,160750.000
15,2.274,199.030,26.995,140,266,452.606,33636.000
16,2.274,149.160,18.351,105,196,339.199,25208.000
17,2.274,903.065,242.787,606,1469,2053.628,152618.000
18,2.274,207.793,61.449,125,438,472.534,35117.000
19,2.274,114.485,12.325,80,148,260.347,19348.000
20,2.274,150.905,19.844,108,237,343.168,25503.000
21,2.274,117.834,11.773,87,148,267.963,19914.000
