 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,323.592,48.848,231,450,735.868,54687.000
2,2.274,1740.657,371.325,1277,2955,3958.366,294171.000
3,2.274,327.527,37.800,231,429,744.817,55352.000
4,2.274,357.473,50.198,252,468,812.917,60413.000
5,2.274,1547.876,259.561,1054,2184,3519.969,261591.000
6,2.274,296.686,36.255,190,360,674.684,50140.000
7,2.274,349.639,68.327,219,485,795.102,59089.000
8,2.274,2040.047,488.313,1014,3112,4639.199,344768.000
9,2.274,331.609,41.968,196,401,754.101,56042.000
10,2.274,181.527,16.592,141,231,412.803,30678.000
11,2.274,748.408,58.842,564,893,1701.929,126481.000
12,2.274,149.195,13.962,110,200,339.280,25214.000
13,2.274,184.172,14.942,149,233,418.818,31125.000
14,2.274,894.432,81.137,682,1073,2033.996,151159.000
15,2.274,156.124,14.916,121,202,355.037,26385.000
16,2.274,176.207,18.637,133,219,400.706,29779.000
17,2.274,731.550,48.964,605,845,1663.592,123632.000
18,2.274,147.604,14.255,112,182,335.660,24945.000
19,2.274,214.882,27.944,152,299,488.655,36315.000
20,2.274,120.124,13.294,85,158,273.170,20301.000
21,2.274,113.438,11.479,85,140,257.965,19171.000
