 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.793,1073.124,73.597,873,1345,9436.074,1648319
2,4.397,4740.807,194.662,4278,5301,20843.161,3640940
3,4.397,3103.924,393.675,2179,3919,13646.536,2383814
4,4.397,3073.337,318.595,2494,3823,13512.058,2360323
5,710.419,3358.095,558.188,1812,5335,2385656.187,416732908
6,8.793,503.450,47.159,348,670,4426.878,773299
7,4.397,2019.411,153.137,1629,2559,8878.428,1550908
8,4.397,549.833,69.315,375,815,2417.366,422272
9,4.397,555.477,63.527,405,817,2442.176,426606
10,710.419,818.883,414.479,285,2751,581750.221,101621710
