 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,10.224,799.521,58.278,621,1018,8174.501,1427944
2,4.397,2239.875,127.437,1892,2625,9847.706,1720224
3,4.397,2270.546,272.510,1729,2945,9982.550,1743779
4,5.862,2748.594,290.159,2077,3455,16112.412,2814560
5,409.605,2256.495,350.751,1266,3493,924272.649,161454459
6,10.224,1934.569,85.454,1650,2237,19779.518,3455140
7,4.397,2903.121,136.084,2491,3317,12763.695,2229597
8,4.397,2626.853,112.063,2261,2953,11549.070,2017423
9,5.862,2564.320,125.713,2216,2919,15032.191,2625864
10,409.605,2588.970,181.876,1933,3630,1060456.356,185243399
