 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,10.224,693.083,54.951,506,920,7086.259,1237847
2,4.397,2658.482,122.342,2258,3075,11688.128,2041714
3,4.397,2313.165,101.002,2014,2672,10169.930,1776511
4,5.862,2135.074,198.538,1634,2628,12515.926,2186316
5,409.605,2177.093,286.428,1164,3075,891749.404,155773210
6,10.224,1804.965,85.699,1503,2081,18454.419,3223668
7,4.397,3522.745,163.530,3049,3989,15487.897,2705468
8,4.397,2939.060,139.056,2507,3341,12921.702,2257198
9,5.862,2883.719,164.133,2399,3291,16904.523,2952928
10,409.605,2916.940,276.759,2028,4175,1194794.447,208709942
