file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,spindle green,0,1540.121
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,cyto green,0,950.983
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,mito green,0,1046.789
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,cell green,0,1069.8383
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,spindle red,0,813.5709
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,cyto red,0,346.3795
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,mito red,0,509.1815
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-04.tif,cell red,0,492.324
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,spindle green,1,1275.4318
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,cyto green,1,734.4409
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,mito green,1,1349.3928
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,cell green,1,1064.0811
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,spindle red,1,351.8563
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,cyto red,1,178.4136
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,mito red,1,282.1623
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_011.nd2-14.tif,cell red,1,258.3583
