 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,10.591,834.732,60.659,659,1048,8840.336,1544254
2,4.397,2688.973,110.353,2274,3039,11822.183,2065131
3,4.397,2201.064,188.595,1711,2670,9677.071,1690417
4,4.397,2194.366,233.219,1616,2649,9647.623,1685273
5,459.233,2240.637,268.779,1148,3122,1028973.630,179743911
6,10.591,1976.935,90.814,1623,2256,20936.988,3657330
7,4.397,4706.372,231.355,4129,5461,20691.766,3614494
8,4.397,3115.339,246.195,2493,3772,13696.718,2392580
9,4.397,3318.298,230.286,2559,3808,14589.039,2548453
10,459.233,3396.003,558.027,2011,6038,1559555.510,272427396
