 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.318,778.932,67.093,591,1024,1805.944,876298
2,1.583,3444.099,196.086,2909,4180,5451.166,2645068
3,1.583,3051.719,309.734,2249,3930,4830.124,2343720
4,1.583,5567.750,1059.303,3382,8347,8812.386,4276032
5,223.533,3639.444,834.055,0,9052,813536.723,394752252
6,2.318,759.084,66.960,532,1020,1759.929,853970
7,1.583,4199.069,172.526,3754,4608,6646.099,3224885
8,1.583,2480.680,291.851,1617,3126,3926.309,1905162
9,1.583,3303.844,453.215,2332,4102,5229.176,2537352
10,223.533,3143.935,754.434,0,5085,702774.169,341006961
