 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.318,730.317,63.158,571,957,1693.233,821607
2,1.583,5654.570,313.165,4866,6486,8949.801,4342710
3,1.583,3735.185,374.443,2821,4554,5911.884,2868622
4,1.583,3837.671,285.723,3190,4553,6074.093,2947331
5,223.533,3823.397,927.559,963,7006,854656.408,414704748
6,2.318,701.436,62.370,508,924,1626.271,789115
7,1.583,5015.299,187.784,4500,5599,7937.992,3851750
8,1.583,2886.841,280.296,2017,3599,4569.163,2217094
9,1.583,3761.915,482.613,2736,4593,5954.191,2889151
10,223.533,3653.541,909.107,936,5812,816687.913,396281303
