 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.008,805.478,59.591,624,1021,4033.784,1957312.000
2,1.583,2502.384,116.285,2141,2850,3960.662,1921831.000
3,1.583,1755.409,153.387,1302,2205,2778.383,1348154.000
4,1.583,3218.661,169.575,2729,3672,5094.353,2471932.000
5,159.860,2221.262,508.430,1023,3672,355091.674,172301058.000
6,5.008,621.629,82.598,393,939,3113.080,1510559.000
7,1.583,5272.487,228.005,4647,5860,8345.057,4049270.000
8,1.583,3912.824,580.443,2844,5166,6193.043,3005049.000
9,1.583,3718.947,454.816,3012,5014,5886.182,2856151.000
10,159.860,3804.539,690.831,1784,5953,608194.905,295114285.000
