 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.008,949.130,68.980,731,1206,4753.183,2306386.000
2,1.583,3142.034,116.397,2707,3444,4973.071,2413082.000
3,1.583,2341.651,121.152,1980,2678,3706.261,1798388.000
4,1.583,2610.219,285.791,2062,3354,4131.337,2004648.000
5,159.860,2487.031,349.353,1449,3542,397577.687,192916537.000
6,5.008,715.898,115.359,424,1115,3585.174,1739633.000
7,1.583,5610.835,234.003,4887,6258,8880.578,4309121.000
8,1.583,4228.230,321.602,3436,4990,6692.254,3247281.000
9,1.583,4179.155,752.155,3033,5769,6614.579,3209591.000
10,159.860,4079.592,740.706,2156,6331,652164.955,316449863.000
