 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,10.579,706.290,52.567,540,899,7471.964,1305223
2,4.397,2665.816,247.496,2115,3392,11720.375,2047347
3,4.397,1198.980,91.058,890,1483,5271.369,920817
4,4.397,2921.055,257.239,2137,3537,12842.541,2243370
5,459.359,1882.534,701.350,734,3811,864758.291,151058329
6,10.579,295.698,34.111,184,422,3128.237,546449
7,4.397,4894.934,1248.213,2170,7093,21520.784,3759309
8,4.397,682.225,78.006,497,911,2999.432,523949
9,4.397,1005.509,140.548,697,1545,4420.764,772231
10,459.359,1233.452,1215.293,328,7093,566596.798,98974669
