 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.048,748.485,63.826,577,966,2281.412,1107009.000
2,1.583,1707.388,117.142,1402,2037,2702.377,1311274.000
3,1.583,1200.733,140.046,913,1596,1900.467,922163.000
4,1.583,4120.839,515.004,3008,5338,6522.279,3164804.000
5,311.887,1951.342,683.140,750,6085,608598.858,295310295.000
6,3.048,537.558,52.841,389,708,1638.500,795049.000
7,1.583,818.346,68.241,633,1055,1295.242,628490.000
8,1.583,604.504,75.968,441,896,956.782,464259.000
9,1.583,988.409,130.074,671,1375,1564.409,759098.000
10,311.887,732.821,136.264,327,3492,228557.448,110902882.000
